epoch,loss_sum
20,102.38
40,104.103
60,105.973
80,108.012
100,107.126
120,108.011
140,108.011
160,110.24
180,110.24
200,110.24
220,110.24
240,112.684
260,112.684
280,112.684
300,112.684
320,115.374
340,115.374
360,115.374
380,115.374
400,115.374
420,115.374
440,115.374
460,115.374
480,115.374
500,115.374
520,115.374
540,115.374
560,118.347
580,118.347
600,118.347
620,118.347
640,118.347
660,118.347
680,118.347
700,118.347
720,118.347
740,118.347
760,118.347
780,118.347
800,118.347
820,118.347
840,118.347
860,118.347
880,118.347
900,118.347
920,118.347
940,118.347
960,118.347
980,118.347
1000,118.347
1020,118.347
1040,118.347
1060,118.347
1080,118.347
1100,118.347
1120,118.347
1140,118.347
1160,118.347
1180,118.347
