epoch,loss_sum
20,66.3978
40,66.7052
60,67.055
80,67.055
100,67.055
120,67.055
140,67.4546
160,67.4546
180,67.4546
200,67.4546
220,67.4546
240,67.4546
260,67.4546
280,67.4546
300,67.4546
320,67.4546
340,67.4546
360,67.4546
380,67.4546
400,67.4546
420,67.4546
440,67.4546
460,67.4546
480,67.4546
500,67.4546
520,67.4546
540,67.4546
560,67.4546
580,67.4546
600,67.4546
620,67.4546
640,67.4546
660,67.4546
680,67.4546
700,67.4546
720,67.4546
740,67.4546
760,67.4546
780,67.4546
800,67.4546
820,67.4546
840,67.4546
860,67.4546
880,67.4546
900,67.4546
920,67.4546
940,67.4546
960,67.4546
980,67.4546
1000,67.4546
1020,67.4546
