epoch,loss_sum
20,197.424
40,191.29
60,188.427
80,185.018
100,180.551
120,175.874
140,171.838
160,168.658
180,166.123
200,163.924
220,161.901
240,160.007
260,158.2
280,156.429
300,154.668
320,152.922
340,151.207
360,149.528
380,147.873
400,146.214
420,144.519
440,142.762
460,140.938
480,139.041
500,137.045
520,134.916
540,132.644
560,130.245
580,127.728
600,125.096
620,122.389
640,119.667
660,116.968
680,114.305
700,111.67
720,109.061
740,106.487
760,103.964
780,101.51
800,99.1422
820,96.8605
840,94.6298
860,92.3759
880,90.0385
900,87.702
920,85.5024
940,83.4829
960,81.6192
980,79.8614
1000,78.1744
1020,76.5424
1040,74.9601
1060,73.4264
1080,71.9474
1100,70.5385
1120,69.2084
1140,67.9465
1160,66.7305
1180,65.5408
1200,64.3738
1220,63.2407
1240,62.1568
1260,61.1329
1280,60.1716
1300,59.2683
1320,58.4142
1340,57.5976
1360,56.8072
1380,56.0329
1400,55.2696
1420,54.5174
1440,53.7788
1460,53.0532
1480,52.3356
1500,51.6191
1520,50.8976
1540,50.1717
1560,49.4524
1580,48.7547
1600,48.0865
1620,47.4448
1640,46.8171
1660,46.1882
1680,45.5539
1700,44.931
1720,44.3417
1740,43.7948
1760,43.2893
1780,42.8193
1800,42.3784
1820,41.9609
1840,41.5621
1860,41.1784
1880,40.8068
1900,40.4452
1920,40.0921
1940,39.7454
1960,39.4035
1980,39.0648
2000,38.7273
2020,38.3885
2040,38.0461
2060,37.6972
2080,37.338
2100,36.9649
2120,36.5742
2140,36.1632
2160,35.7317
2180,35.2828
2200,34.823
2220,34.3607
2240,33.9028
2260,33.4508
2280,32.9987
2300,32.5486
2320,32.1229
2340,31.7335
2360,31.3763
2380,31.0438
2400,30.7294
2420,30.4277
2440,30.1344
2460,29.8467
2480,29.5623
2500,29.2795
2520,28.9966
2540,28.7122
2560,28.4252
2580,28.1343
2600,27.839
2620,27.5391
2640,27.2351
2660,26.9284
2680,26.6203
2700,26.3131
2720,26.0088
2740,25.7093
2760,25.4162
2780,25.1312
2800,24.8552
2820,24.5891
2840,24.3333
2860,24.0878
2880,23.8527
2900,23.6277
2920,23.4121
2940,23.2054
2960,23.0067
2980,22.8155
3000,22.6305
3020,22.4511
3040,22.2768
3060,22.1066
3080,21.9402
3100,21.7771
3120,21.6171
3140,21.4602
3160,21.3063
3180,21.1554
3200,21.0074
3220,20.8626
3240,20.721
3260,20.5828
3280,20.4479
3300,20.3165
3320,20.1884
3340,20.0637
3360,19.9422
3380,19.8238
3400,19.7083
3420,19.5957
3440,19.4858
3460,19.3783
3480,19.2732
3500,19.1703
3520,19.0695
3540,18.9706
3560,18.8736
3580,18.7784
3600,18.6848
3620,18.5931
3640,18.5029
3660,18.4143
3680,18.3271
3700,18.2416
3720,18.1578
3740,18.0755
3760,17.9948
3780,17.9156
3800,17.838
3820,17.7619
3840,17.6872
3860,17.6141
3880,17.5425
3900,17.4724
3920,17.4035
3940,17.3361
3960,17.27
3980,17.2052
4000,17.1417
4020,17.0794
4040,17.0183
4060,16.9585
4080,16.9
4100,16.8426
4120,16.7863
4140,16.731
4160,16.6768
4180,16.6238
4200,16.5717
4220,16.5207
4240,16.4707
4260,16.4217
4280,16.3738
4300,16.3271
4320,16.2817
4340,16.2381
4360,16.1961
4380,16.154
4400,16.0985
4420,16.0017
4440,15.9017
4460,15.8217
4480,15.7529
4500,15.6903
4520,15.6316
4540,15.5757
4560,15.5221
4580,15.4701
4600,15.4194
4620,15.3696
4640,15.3206
4660,15.2723
4680,15.2245
4700,15.1769
4720,15.1295
4740,15.0821
4760,15.0346
4780,14.9867
4800,14.9384
4820,14.8893
4840,14.8394
4860,14.7882
4880,14.7353
4900,14.6803
4920,14.6232
4940,14.5634
4960,14.5005
4980,14.4341
5000,14.3639
5020,14.2894
5040,14.2104
5060,14.1261
5080,14.0364
5100,13.941
5120,13.8395
5140,13.732
5160,13.619
5180,13.5009
5200,13.3786
5220,13.2533
5240,13.126
5260,12.9971
5280,12.8683
5300,12.7402
5320,12.6134
5340,12.4888
5360,12.3669
5380,12.2479
5400,12.1322
5420,12.0197
5440,11.9101
5460,11.8038
5480,11.7003
5500,11.5994
5520,11.5011
5540,11.4055
5560,11.3118
5580,11.2199
5600,11.13
5620,11.0417
5640,10.955
5660,10.8696
5680,10.7853
5700,10.7022
5720,10.62
5740,10.5384
5760,10.4575
5780,10.3773
5800,10.2977
5820,10.2186
5840,10.1399
5860,10.0618
5880,9.98405
5900,9.90682
5920,9.83015
5940,9.75385
5960,9.67847
5980,9.60397
6000,9.53054
6020,9.45825
6040,9.38728
6060,9.31784
6080,9.24966
6100,9.18333
6120,9.11871
6140,9.05571
6160,8.99432
6180,8.93437
6200,8.87604
6220,8.81911
6240,8.76349
6260,8.70899
6280,8.65541
6300,8.60278
6320,8.55099
