epoch,loss_sum
20,27.1899
40,26.2879
60,25.1665
80,24.059
100,23.2537
120,22.7913
140,22.5389
160,22.3801
180,22.2595
200,22.1571
220,22.0667
240,21.986
260,21.9136
280,21.8487
300,21.7901
320,21.7371
340,21.6888
360,21.6446
380,21.6041
400,21.567
420,21.5328
440,21.5013
460,21.4722
480,21.4454
500,21.4207
520,21.3978
540,21.3767
560,21.3571
580,21.339
600,21.3222
620,21.3065
640,21.292
660,21.2784
680,21.2658
700,21.2539
720,21.2428
740,21.2324
760,21.2225
780,21.2132
800,21.2044
820,21.1961
840,21.1882
860,21.1806
880,21.1734
900,21.1665
920,21.1599
940,21.1536
960,21.1474
980,21.1415
1000,21.1358
1020,21.1303
1040,21.125
1060,21.1198
1080,21.1148
1100,21.1099
1120,21.1051
1140,21.1005
1160,21.0959
1180,21.0915
1200,21.0871
1220,21.0828
1240,21.0787
1260,21.0746
1280,21.0706
1300,21.0666
1320,21.0628
1340,21.059
1360,21.0552
1380,21.0516
1400,21.0479
1420,21.0444
1440,21.0409
1460,21.0374
1480,21.034
1500,21.0307
1520,21.0274
1540,21.0242
1560,21.021
1580,21.0179
1600,21.0148
1620,21.0117
1640,21.0087
1660,21.0058
1680,21.0029
1700,21
1720,20.9972
1740,20.9945
1760,20.9917
1780,20.9891
1800,20.9864
1820,20.9839
1840,20.9813
1860,20.9788
1880,20.9764
1900,20.974
1920,20.9716
1940,20.9693
1960,20.967
1980,20.9648
2000,20.9626
2020,20.9605
2040,20.9584
2060,20.9564
2080,20.9544
2100,20.9524
2120,20.9505
2140,20.9486
2160,20.9468
2180,20.945
2200,20.9433
2220,20.9416
2240,20.94
2260,20.9384
2280,20.9368
2300,20.9353
2320,20.9339
2340,20.9325
2360,20.9311
2380,20.9298
2400,20.9285
2420,20.9272
2440,20.926
2460,20.9249
2480,20.9238
2500,20.9227
2520,20.9217
2540,20.9207
2560,20.9198
2580,20.9189
2600,20.918
2620,20.9172
2640,20.9165
2660,20.9157
2680,20.915
2700,20.9144
2720,20.9138
2740,20.9132
2760,20.9127
2780,20.9122
2800,20.9117
2820,20.9113
2840,20.911
2860,20.9106
2880,20.9103
2900,20.9101
2920,20.9098
2940,20.9096
2960,20.9095
2980,20.9093
3000,20.9092
3020,20.9092
3040,20.9092
3060,20.9092
3080,20.9092
3100,20.9093
3120,20.9094
3140,20.9095
3160,20.9097
3180,20.9098
3200,20.9101
3220,20.9103
3240,20.9106
3260,20.9109
3280,20.9112
3300,20.9115
3320,20.9119
3340,20.9123
3360,20.9127
3380,20.9132
3400,20.9136
3420,20.9141
3440,20.9146
3460,20.9151
3480,20.9157
3500,20.9162
3520,20.9168
3540,20.9174
3560,20.918
3580,20.9187
3600,20.9193
3620,20.92
3640,20.9207
3660,20.9213
3680,20.9221
3700,20.9228
3720,20.9235
3740,20.9242
3760,20.925
3780,20.9257
3800,20.9265
3820,20.9273
3840,20.9281
3860,20.9289
3880,20.9297
3900,20.9305
3920,20.9313
3940,20.9321
3960,20.9329
3980,20.9337
4000,20.9345
4020,20.9354
4040,20.9362
4060,20.937
4080,20.9378
4100,20.9387
4120,20.9395
4140,20.9403
4160,20.9412
4180,20.942
4200,20.9428
4220,20.9436
4240,20.9444
4260,20.9452
4280,20.946
4300,20.9468
4320,20.9476
4340,20.9484
4360,20.9491
4380,20.9499
4400,20.9507
4420,20.9514
4440,20.9521
4460,20.9529
4480,20.9536
4500,20.9543
4520,20.955
4540,20.9556
4560,20.9563
4580,20.9569
4600,20.9575
4620,20.9581
4640,20.9588
4660,20.9593
4680,20.9599
4700,20.9604
4720,20.961
4740,20.9615
4760,20.962
4780,20.9624
4800,20.9629
4820,20.9633
4840,20.9637
4860,20.9641
4880,20.9645
4900,20.9648
4920,20.9651
4940,20.9654
4960,20.9657
4980,20.966
5000,20.9662
5020,20.9664
5040,20.9666
5060,20.9667
5080,20.9668
5100,20.9669
5120,20.967
5140,20.967
5160,20.967
5180,20.967
5200,20.967
5220,20.9669
5240,20.9668
5260,20.9667
5280,20.9665
5300,20.9663
5320,20.9661
5340,20.9658
5360,20.9655
5380,20.9652
5400,20.9649
5420,20.9645
5440,20.964
5460,20.9636
5480,20.9631
5500,20.9626
5520,20.962
5540,20.9614
5560,20.9608
5580,20.9601
5600,20.9594
5620,20.9587
5640,20.9579
5660,20.9571
5680,20.9563
5700,20.9554
5720,20.9545
5740,20.9536
5760,20.9526
5780,20.9516
5800,20.9505
5820,20.9494
5840,20.9483
5860,20.9471
5880,20.9459
5900,20.9446
5920,20.9434
5940,20.942
5960,20.9407
5980,20.9393
6000,20.9378
6020,20.9364
6040,20.9348
6060,20.9333
6080,20.9317
6100,20.9301
6120,20.9284
6140,20.9267
6160,20.925
6180,20.9232
6200,20.9214
6220,20.9195
6240,20.9177
6260,20.9157
6280,20.9138
6300,20.9118
6320,20.9097
6340,20.9077
6360,20.9055
6380,20.9034
6400,20.9012
6420,20.899
6440,20.8967
6460,20.8945
6480,20.8921
6500,20.8898
6520,20.8874
6540,20.8849
6560,20.8825
6580,20.88
6600,20.8774
6620,20.8749
6640,20.8723
6660,20.8696
6680,20.867
6700,20.8643
6720,20.8615
6740,20.8588
6760,20.856
6780,20.8531
6800,20.8503
6820,20.8474
6840,20.8445
6860,20.8415
6880,20.8385
6900,20.8355
6920,20.8325
6940,20.8294
6960,20.8263
6980,20.8232
7000,20.8201
7020,20.8169
7040,20.8137
7060,20.8105
7080,20.8072
7100,20.804
7120,20.8007
7140,20.7973
7160,20.794
7180,20.7906
7200,20.7872
7220,20.7838
7240,20.7804
7260,20.7769
7280,20.7734
7300,20.7699
7320,20.7664
7340,20.7628
7360,20.7593
7380,20.7557
7400,20.7521
7420,20.7485
7440,20.7448
7460,20.7412
7480,20.7375
7500,20.7338
7520,20.7301
7540,20.7264
7560,20.7226
7580,20.7189
7600,20.7151
7620,20.7114
7640,20.7075
7660,20.7037
7680,20.6999
7700,20.696
7720,20.6922
7740,20.6883
7760,20.6844
7780,20.6806
7800,20.6766
7820,20.6727
7840,20.6688
7860,20.6648
7880,20.6609
7900,20.6569
7920,20.6529
7940,20.649
7960,20.645
7980,20.641
8000,20.637
8020,20.6329
8040,20.6289
8060,20.6248
8080,20.6208
8100,20.6167
8120,20.6126
8140,20.6086
8160,20.6045
8180,20.6004
8200,20.5963
8220,20.5921
8240,20.588
8260,20.5839
8280,20.5797
8300,20.5756
8320,20.5714
8340,20.5672
8360,20.563
8380,20.5589
8400,20.5547
8420,20.5505
8440,20.5463
8460,20.542
8480,20.5378
8500,20.5336
8520,20.5293
8540,20.525
8560,20.5208
8580,20.5165
8600,20.5122
8620,20.5079
8640,20.5036
8660,20.4992
8680,20.4949
8700,20.4906
8720,20.4862
8740,20.4819
8760,20.4775
8780,20.4731
8800,20.4687
8820,20.4643
8840,20.4598
8860,20.4554
8880,20.4509
8900,20.4465
8920,20.442
8940,20.4375
8960,20.433
8980,20.4284
9000,20.4239
9020,20.4193
9040,20.4147
9060,20.4101
9080,20.4055
9100,20.4009
9120,20.3962
9140,20.3916
9160,20.3869
9180,20.3822
9200,20.3775
9220,20.3727
9240,20.3679
9260,20.3632
9280,20.3583
9300,20.3535
9320,20.3487
9340,20.3438
9360,20.3389
9380,20.334
9400,20.329
9420,20.3241
9440,20.3191
9460,20.3141
9480,20.309
9500,20.304
9520,20.2989
9540,20.2938
9560,20.2886
9580,20.2834
9600,20.2783
9620,20.273
9640,20.2678
9660,20.2625
9680,20.2572
9700,20.2518
9720,20.2465
9740,20.241
9760,20.2356
9780,20.2301
9800,20.2246
9820,20.2191
9840,20.2135
9860,20.2079
9880,20.2023
9900,20.1966
9920,20.1909
9940,20.1852
9960,20.1794
9980,20.1736
10000,20.1678
10020,20.1619
10040,20.156
10060,20.15
10080,20.144
10100,20.138
10120,20.1319
10140,20.1258
10160,20.1197
10180,20.1135
10200,20.1073
10220,20.101
10240,20.0947
10260,20.0884
10280,20.082
10300,20.0756
10320,20.0691
10340,20.0626
10360,20.056
10380,20.0494
10400,20.0428
10420,20.0361
10440,20.0294
10460,20.0227
10480,20.0159
10500,20.009
10520,20.0021
10540,19.9952
10560,19.9882
10580,19.9812
10600,19.9742
10620,19.967
10640,19.9599
10660,19.9527
10680,19.9455
10700,19.9382
10720,19.9309
10740,19.9235
10760,19.9161
10780,19.9086
10800,19.9011
10820,19.8936
10840,19.886
10860,19.8783
10880,19.8707
10900,19.8629
10920,19.8552
10940,19.8473
10960,19.8395
10980,19.8316
11000,19.8236
11020,19.8156
11040,19.8076
11060,19.7995
11080,19.7914
11100,19.7832
11120,19.775
11140,19.7667
11160,19.7584
11180,19.7501
11200,19.7417
11220,19.7333
11240,19.7248
11260,19.7163
11280,19.7077
11300,19.6991
11320,19.6905
11340,19.6818
11360,19.6731
11380,19.6643
11400,19.6555
11420,19.6467
11440,19.6377
11460,19.6288
11480,19.6199
11500,19.6108
11520,19.6018
11540,19.5927
11560,19.5836
11580,19.5744
11600,19.5652
11620,19.556
11640,19.5467
11660,19.5374
11680,19.528
11700,19.5187
11720,19.5092
11740,19.4998
11760,19.4903
11780,19.4807
11800,19.4712
11820,19.4616
11840,19.4519
11860,19.4423
11880,19.4326
11900,19.4228
11920,19.4131
11940,19.4033
11960,19.3935
11980,19.3836
12000,19.3737
12020,19.3638
12040,19.3539
12060,19.3439
12080,19.3339
12100,19.324
12120,19.3139
12140,19.3038
12160,19.2938
12180,19.2836
12200,19.2735
12220,19.2633
12240,19.2531
12260,19.2429
12280,19.2326
12300,19.2224
12320,19.2121
12340,19.2018
12360,19.1915
12380,19.1811
12400,19.1708
12420,19.1604
12440,19.15
12460,19.1396
12480,19.1291
12500,19.1187
12520,19.1082
12540,19.0977
12560,19.0872
12580,19.0767
12600,19.0662
12620,19.0557
12640,19.0451
12660,19.0345
12680,19.0239
12700,19.0133
12720,19.0027
12740,18.9921
12760,18.9814
12780,18.9707
12800,18.9601
12820,18.9495
12840,18.9388
12860,18.9281
12880,18.9174
12900,18.9067
12920,18.8961
12940,18.8854
12960,18.8747
12980,18.8639
13000,18.8532
13020,18.8425
13040,18.8317
13060,18.821
13080,18.8102
13100,18.7995
13120,18.7887
13140,18.778
13160,18.7672
13180,18.7565
13200,18.7457
13220,18.735
13240,18.7242
13260,18.7135
13280,18.7027
13300,18.6919
13320,18.6812
13340,18.6705
13360,18.6598
13380,18.649
13400,18.6383
13420,18.6276
13440,18.6168
13460,18.6061
13480,18.5954
13500,18.5848
13520,18.5741
13540,18.5634
13560,18.5527
13580,18.542
13600,18.5313
13620,18.5207
13640,18.51
13660,18.4994
13680,18.4888
13700,18.4782
13720,18.4675
13740,18.4569
13760,18.4463
13780,18.4357
13800,18.4251
13820,18.4145
13840,18.404
13860,18.3935
13880,18.3829
13900,18.3725
13920,18.362
13940,18.3515
13960,18.341
13980,18.3306
14000,18.3202
14020,18.3098
14040,18.2994
14060,18.289
14080,18.2786
14100,18.2683
14120,18.258
14140,18.2476
14160,18.2373
14180,18.2269
14200,18.2166
14220,18.2064
14240,18.1961
14260,18.1859
14280,18.1757
14300,18.1655
14320,18.1553
14340,18.1452
14360,18.1351
14380,18.125
14400,18.1149
14420,18.1049
14440,18.0948
14460,18.0848
14480,18.0748
14500,18.0648
14520,18.0549
14540,18.0449
14560,18.035
14580,18.0252
14600,18.0153
14620,18.0055
14640,17.9957
14660,17.9858
14680,17.9761
14700,17.9663
14720,17.9565
14740,17.9468
14760,17.9371
14780,17.9275
14800,17.9179
14820,17.9082
14840,17.8987
14860,17.8891
14880,17.8796
14900,17.87
14920,17.8606
14940,17.8512
14960,17.8417
14980,17.8323
15000,17.8229
15020,17.8136
15040,17.8043
15060,17.7949
15080,17.7857
15100,17.7764
15120,17.7672
15140,17.758
15160,17.7488
15180,17.7397
15200,17.7305
15220,17.7215
15240,17.7124
15260,17.7034
15280,17.6944
15300,17.6854
15320,17.6764
15340,17.6675
15360,17.6586
15380,17.6497
15400,17.6409
15420,17.6321
15440,17.6233
15460,17.6146
15480,17.6059
15500,17.5972
15520,17.5886
15540,17.58
15560,17.5714
15580,17.5628
15600,17.5542
15620,17.5457
15640,17.5371
15660,17.5286
15680,17.5201
15700,17.5117
15720,17.5033
15740,17.4949
15760,17.4866
15780,17.4783
15800,17.47
15820,17.4617
15840,17.4535
15860,17.4452
15880,17.4371
15900,17.4289
15920,17.4208
15940,17.4126
15960,17.4045
15980,17.3964
16000,17.3884
16020,17.3803
16040,17.3723
16060,17.3643
16080,17.3563
16100,17.3483
16120,17.3404
16140,17.3324
16160,17.3245
16180,17.3166
16200,17.3087
16220,17.3009
16240,17.293
16260,17.2852
16280,17.2774
16300,17.2695
16320,17.2617
16340,17.254
16360,17.2462
16380,17.2385
16400,17.2307
16420,17.223
16440,17.2153
16460,17.2076
16480,17.1999
16500,17.1922
16520,17.1845
16540,17.1769
16560,17.1692
16580,17.1615
16600,17.1538
16620,17.1461
16640,17.1385
16660,17.1308
16680,17.1232
16700,17.1155
16720,17.1078
16740,17.1002
16760,17.0925
16780,17.0848
16800,17.0771
16820,17.0695
16840,17.0619
16860,17.0542
16880,17.0465
16900,17.0389
16920,17.0312
16940,17.0235
16960,17.0158
16980,17.0081
17000,17.0003
17020,16.9926
17040,16.9849
17060,16.9771
17080,16.9694
17100,16.9616
17120,16.9538
17140,16.946
17160,16.9382
17180,16.9303
17200,16.9224
17220,16.9145
17240,16.9066
17260,16.8987
17280,16.8907
17300,16.8827
17320,16.8747
17340,16.8667
17360,16.8586
17380,16.8506
17400,16.8424
17420,16.8343
17440,16.8261
17460,16.8179
17480,16.8097
17500,16.8014
17520,16.7931
17540,16.7848
17560,16.7763
17580,16.7679
17600,16.7595
17620,16.751
17640,16.7424
17660,16.7339
17680,16.7253
17700,16.7166
17720,16.7079
17740,16.6991
17760,16.6904
17780,16.6816
17800,16.6727
17820,16.6638
17840,16.6548
17860,16.6458
17880,16.6368
17900,16.6277
17920,16.6185
17940,16.6093
17960,16.6001
17980,16.5908
18000,16.5814
18020,16.572
18040,16.5626
18060,16.5531
18080,16.5436
18100,16.534
18120,16.5244
18140,16.5147
18160,16.5049
18180,16.4952
18200,16.4854
18220,16.4755
18240,16.4656
18260,16.4557
18280,16.4457
18300,16.4356
18320,16.4256
18340,16.4155
18360,16.4053
18380,16.3951
18400,16.3848
18420,16.3745
18440,16.3642
18460,16.3538
18480,16.3434
18500,16.3329
18520,16.3225
18540,16.3119
18560,16.3014
18580,16.2908
18600,16.2801
18620,16.2695
18640,16.2588
18660,16.2481
18680,16.2374
18700,16.2266
18720,16.2158
18740,16.205
18760,16.1942
18780,16.1834
18800,16.1725
18820,16.1617
18840,16.1508
18860,16.1399
18880,16.129
18900,16.1181
18920,16.1071
18940,16.0962
18960,16.0852
18980,16.0743
19000,16.0633
19020,16.0524
19040,16.0414
19060,16.0304
19080,16.0195
19100,16.0085
19120,15.9976
19140,15.9866
19160,15.9757
19180,15.9647
19200,15.9538
19220,15.9429
19240,15.932
19260,15.9212
19280,15.9103
19300,15.8995
19320,15.8887
19340,15.8779
19360,15.8672
19380,15.8565
19400,15.8459
19420,15.8352
19440,15.8246
19460,15.814
19480,15.8034
19500,15.7929
19520,15.7824
19540,15.772
19560,15.7615
19580,15.7512
19600,15.7408
19620,15.7305
19640,15.7202
19660,15.71
19680,15.6998
19700,15.6897
19720,15.6796
19740,15.6695
19760,15.6595
19780,15.6495
19800,15.6395
19820,15.6295
19840,15.6196
19860,15.6098
19880,15.5999
19900,15.59
19920,15.5802
19940,15.5704
19960,15.5606
19980,15.5509
20000,15.5411
20020,15.5313
20040,15.5215
20060,15.5118
20080,15.502
20100,15.4922
20120,15.4824
20140,15.4726
20160,15.4627
20180,15.4529
20200,15.443
20220,15.433
20240,15.423
20260,15.4129
20280,15.4028
20300,15.3926
20320,15.3824
20340,15.372
20360,15.3616
20380,15.3511
20400,15.3405
20420,15.3298
20440,15.319
20460,15.3081
20480,15.2971
20500,15.286
20520,15.2747
20540,15.2634
20560,15.2519
20580,15.2403
20600,15.2286
20620,15.2168
20640,15.2048
20660,15.1928
20680,15.1806
20700,15.1682
20720,15.1558
20740,15.1432
20760,15.1305
20780,15.1177
20800,15.1048
20820,15.0917
20840,15.0786
20860,15.0653
20880,15.052
20900,15.0386
20920,15.025
20940,15.0114
20960,14.9977
20980,14.984
21000,14.9702
21020,14.9562
21040,14.9423
21060,14.9283
21080,14.9143
21100,14.9002
21120,14.8861
21140,14.8719
21160,14.8578
21180,14.8437
21200,14.8295
21220,14.8153
21240,14.8012
21260,14.787
21280,14.7728
21300,14.7587
21320,14.7446
21340,14.7304
21360,14.7163
21380,14.7022
21400,14.6882
21420,14.6742
21440,14.6602
21460,14.6462
21480,14.6323
21500,14.6184
21520,14.6046
21540,14.5907
21560,14.577
21580,14.5632
21600,14.5496
